rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
15324,135868931,18_25,state,male,21.031315,105.819311,21.003711,105.844164,0101000020E6100000329067976F745A40CEDF844204083540,0101000020E61000007A1D71C806765A40ADA23F34F3003540,work,car,4_7,4.009504717,25.0,cost,1,2,0,1,,,,,,,,,,,,private_house,permanent,parent_house,parking,jam,jam,slow,500.0,yes,no,car taxi,1,0,0,0,0,1,0,verygood,good,neutral,neutral,good,bad,agree
12713,139662201,18_25,student,female,20.976418,105.838163,20.981953,105.813783,0101000020E6100000E76D6C76A4755A40C939B187F6F93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.604980371,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12714,139662248,18_25,fdi,female,20.976473,105.836106,20.981953,105.813783,0101000020E6100000527FBDC282755A40506D7022FAF93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.396428795,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus walk,1,0,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12715,139662292,26_35,state,female,20.97726,105.835202,20.981953,105.813783,0101000020E610000071E316F373755A4060B01BB62DFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.284207889,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12716,139662313,18_25,state,female,20.977278,105.835397,20.981953,105.813783,0101000020E61000004C8BFA2477755A40AC1919E42EFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.303470107,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus,1,0,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree
12717,139662344,18_25,student,female,20.976984,105.835211,20.981953,105.813783,0101000020E61000009B90D61874755A401CB7989F1BFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.292322786,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus walk,1,0,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12718,139662361,26_35,state,female,20.976983,105.83539,20.981953,105.813783,0101000020E6100000F3599E0777755A407BBFD18E1BFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.310390265,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12719,139662406,18_25,state,female,20.976822,105.835225,20.981953,105.813783,0101000020E61000004DF38E5374755A406803B00111FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.29814039,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bus,1,0,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree
12720,139662466,18_25,fdi,female,20.97682,105.835431,20.981953,105.813783,0101000020E610000022C495B377755A40271422E010FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.318919345,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12721,139662519,18_25,state,female,20.976514,105.835267,20.981953,105.813783,0101000020E6100000651BB80375755A400E164ED2FCF93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.311092056,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12722,139662570,18_25,state,female,20.976468,105.835451,20.981953,105.813783,0101000020E6100000469A780778755A402D978DCEF9F93440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.330868822,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree
12723,139662635,18_25,state,female,20.977234,105.834924,20.981953,105.813783,0101000020E610000050A912656F755A400D8AE6012CFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.256788462,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree
12724,139662680,26_35,state,female,20.980244,105.829491,20.981953,105.813783,0101000020E6100000E3546B6116755A40A8195245F1FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,1.641881447,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12725,139662713,18_25,student,female,20.976705,105.831471,20.981953,105.813783,0101000020E6100000A22424D236755A40F5D6C05609FA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,1.926924172,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,donotcare,no,car ebike bike lighttrain,1,1,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
12726,139662759,18_25,state,female,20.977257,105.835009,20.981953,105.813783,0101000020E610000067B796C970755A407EC9C6832DFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.264781357,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car ebike taxi,1,1,0,0,0,1,0,good,neutral,good,verygood,good,neutral,agree
12727,139662814,26_35,state,female,20.977702,105.838423,20.981953,105.813783,0101000020E6100000B64DF1B8A8755A40DA3BA3AD4AFA3440,0101000020E61000009CC24A0515745A408735954561FB3440,work,moto,1_3,2.601517186,10.0,cost timesaving other,1,2,2,0,6_10,6_10,1_5,1_5,,,very_good,neutral,good,neutral,neutral,private_new,permanent,owner,parking,jam,jam,unsafe,100.0,yes,no,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree
