rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
8175,136702181,26_35,state,male,21.012143,105.857921,21.010888,105.816228,work,moto,17_20,4.330047693,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,parking,parking,parking,parking,30,donotcare,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,good,good,good,good,disagree,1
8176,136702588,26_35,state,male,21.021118,105.849191,21.006,105.83455,work,moto,17_20,2.266169412,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,parking,parking,parking,parking,50,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8177,136703008,26_35,state,male,21.031184,105.830916,20.99581,105.836611,work,moto,17_20,3.977588019,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,owner,parking,parking,parking,parking,50,donotcare,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8178,136703311,26_35,state,male,21.019024,105.833804,21.016361,105.851185,work,moto,17_20,1.828239615,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,parking,parking,parking,parking,50,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8179,136703539,26_35,state,male,21.022615,105.851933,21.012463,105.835836,work,moto,17_20,2.0164247,30,convinient,1,2,2,1,,6_10,,,,,,,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8180,136703938,26_35,state,male,21.020155,105.846483,21.019487,105.828213,work,moto,17_20,1.897803022,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,,private_house,permanent,owner,parking,parking,parking,parking,30,donotcare,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8181,136704351,26_35,state,male,21.03248,105.851213,21.006815,105.810747,work,moto,17_20,5.077993883,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,good,neutral,neutral,neutral,neutral,neutral,1
8182,136704606,26_35,state,male,21.018702,105.832504,21.005319,105.851243,work,moto,17_20,2.449091173,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,,private_house,permanent,owner,parking,parking,parking,parking,30,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8183,136704950,26_35,state,male,21.020631,105.831593,21.037607,105.82568,work,moto,17_20,1.984905629,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,donotcare,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8184,136705874,26_35,state,female,21.022024,105.848209,21.012624,105.826453,work,moto,17_20,2.488386224,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,,private_house,permanent,owner,parking,parking,parking,parking,50,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8185,136706352,56_75,retired,male,21.019968,105.83658,21.019154,105.846824,work,moto,17_20,1.067131332,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,,private_house,permanent,owner,parking,parking,parking,parking,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8186,136747460,26_35,state,female,21.024743,105.83517,20.992773,105.819809,work,moto,17_20,3.896136175,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,parking,parking,parking,parking,30,yes,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8187,136748132,26_35,state,male,21.012244,105.822297,20.997581,105.87384,work,moto,17_20,5.593390838,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8188,136748822,26_35,state,female,21.023621,105.848515,20.997981,105.823325,work,moto,17_20,3.868524854,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8189,136749352,26_35,state,female,21.013031,105.854136,21.000385,105.810186,work,moto,17_20,4.774015575,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8190,136749823,26_35,state,female,21.020101,105.85897,21.019455,105.834101,work,moto,17_20,2.582297228,30,convinient,1,2,1,1,,6_10,,,,,,good,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,bus,0,0,0,1,0,0,0,good,neutral,neutral,neutral,neutral,neutral,disagree,1
8191,136750455,26_35,state,female,21.021338,105.846282,21.012925,105.812816,work,moto,17_20,3.597453025,30,convinient,1,2,2,1,,6_10,,,,,neutral,neutral,neutral,neutral,,private_house,permanent,parent_house,cost,parking,parking,slow,30,donotcare,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8192,136750996,26_35,state,female,21.017732,105.840185,20.993734,105.832042,work,moto,17_20,2.799141334,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,30,donotcare,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8193,136751459,36_55,state,female,20.988485,105.81006,21.04365,105.802492,work,moto,17_20,6.18417276,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8194,136752052,26_35,state,female,21.01897,105.853994,21.008306,105.819342,work,moto,17_20,3.787299012,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,30,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
8195,136752667,36_55,private,female,21.022415,105.843053,20.998089,105.794425,work,moto,17_20,5.726777621,30,convinient,1,2,2,1,,6_10,,,,,,good,good,,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8196,136753045,26_35,private,female,21.012641,105.802531,21.009715,105.823304,work,moto,17_20,2.180682806,30,convinient,1,2,2,1,,6_10,,,,,neutral,neutral,,,neutral,private_house,permanent,parent_house,parking,parking,parking,parking,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8197,136754184,26_35,private,female,21.020136,105.835453,20.996993,105.836868,work,moto,17_20,2.577576637,30,convinient,1,2,2,0,,6_10,,,,,good,,good,good,,private_house,permanent,owner,cost,parking,parking,slow,30,donotcare,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8198,136754702,26_35,private,male,21.016526,105.83228,21.004115,105.860987,work,moto,17_20,3.283908358,30,convinient,0,2,2,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,bike,0,0,1,0,0,0,0,neutral,good,good,neutral,neutral,neutral,neutral,1
8199,136755148,26_35,state,female,21.021373,105.830253,21.003225,105.852189,work,moto,17_20,3.042504088,30,convinient,1,2,2,1,,6_10,,,,,good,,good,,good,private_house,permanent,parent_house,cost,parking,parking,slow,30,donotcare,moto,lighttrain,0,0,0,0,1,0,0,good,neutral,neutral,neutral,neutral,neutral,neutral,1
8200,136755822,26_35,private,female,21.019091,105.844037,21.004347,105.844206,work,moto,17_20,1.639554422,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8201,136758669,36_55,state,male,21.028423,105.839404,21.013161,105.793814,work,moto,17_20,5.027127633,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,30,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8202,136759211,36_55,state,female,21.014603,105.829359,21.030787,105.828925,work,moto,17_20,1.800145223,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,30,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8203,136760136,36_55,state,female,21.011438,105.836909,20.991174,105.831294,work,moto,17_20,2.327428872,30,convinient timesaving,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,30,no,moto,bus,0,0,0,1,0,0,0,good,good,good,good,good,good,neutral,1
8204,136760772,36_55,state,male,21.019757,105.851678,20.997296,105.824085,work,moto,17_20,3.800226507,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,30,yes,moto,bus,0,0,0,1,0,0,0,good,good,neutral,neutral,neutral,neutral,disagree,1
8205,136761297,36_55,state,female,21.010957,105.849448,21.000485,105.810331,work,moto,17_20,4.224225746,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,,good,private_house,permanent,parent_house,parking,parking,parking,parking,50,donotcare,moto,bus,0,0,0,1,0,0,0,good,neutral,neutral,neutral,neutral,neutral,neutral,1
8206,136763136,36_55,state,female,21.011438,105.837303,21.00595,105.855023,work,moto,17_20,1.937982922,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8207,136763878,18_25,state,female,21.015084,105.830217,21.006991,105.851547,work,moto,17_20,2.38998688,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,bus,0,0,0,1,0,0,0,good,good,neutral,neutral,neutral,neutral,strongdisagree,1
8208,136764489,26_35,state,female,21.022855,105.825839,21.035361,105.823626,work,moto,17_20,1.409446845,30,convinient,1,2,2,1,,6_10,,,,,,,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,lighttrain,0,0,0,0,1,0,0,good,good,good,neutral,neutral,neutral,neutral,1
8209,136765095,36_55,state,female,21.019891,105.82511,21.035353,105.821582,work,moto,17_20,1.757859507,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,parking,parking,parking,parking,50,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8210,136766360,26_35,state,male,21.022815,105.836269,21.036242,105.817175,work,moto,17_20,2.481213796,30,convinient,0,2,2,0,,6_10,,,,,,good,good,good,good,private_house,permanent,owner,cost,parking,parking,slow,50,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
8211,136773122,26_35,state,female,21.027342,105.836742,21.027662,105.817641,work,moto,17_20,1.982820309,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,bike,0,0,1,0,0,0,0,good,good,good,good,good,good,neutral,1
8212,136773731,36_55,state,female,21.024042,105.849654,21.010877,105.822188,work,moto,17_20,3.204775445,30,convinient,1,2,1,1,,6_10,,,,,good,good,good,good,good,private_house,long_stay,parent_house,parking,parking,parking,parking,50,yes,moto,bike,0,0,1,0,0,0,0,good,neutral,neutral,neutral,neutral,neutral,neutral,1
8213,136774615,26_35,state,female,21.02618,105.827723,21.017327,105.854035,work,moto,17_20,2.903039469,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,owner,cost,parking,parking,slow,50,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8214,136775164,26_35,state,female,21.023754,105.846968,21.00627,105.834163,work,moto,17_20,2.355057397,30,convinient,1,2,2,1,,6_10,,,,,,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8215,136775443,26_35,state,female,21.023786,105.851585,21.011676,105.821852,work,moto,17_20,3.36718097,30,convinient,1,2,2,1,,6_10,,,,,good,,neutral,neutral,neutral,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8216,136775871,36_55,state,female,21.021506,105.843989,21.02577,105.795896,work,moto,17_20,5.014189756,30,convinient,1,2,2,1,,6_10,,,,,,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8217,136776497,26_35,state,female,21.01252,105.796655,21.034488,105.829527,work,moto,17_20,4.19618233,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8218,136777024,26_35,state,male,21.020973,105.849698,21.024418,105.789442,work,moto,17_20,6.265918179,30,convinient,1,2,2,1,,6_10,,,,,good,good,,,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,lighttrain,0,0,0,0,1,0,0,good,good,good,good,good,good,agree,1
8219,136777713,26_35,private,female,21.019626,105.857597,21.016131,105.800347,work,moto,17_20,5.955080064,30,convinient,1,2,1,1,,6_10,,,,,good,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8220,136778457,36_55,state,female,21.020501,105.850386,20.988668,105.829618,work,moto,17_20,4.14451235,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,taxi,0,0,0,0,0,1,0,good,neutral,neutral,neutral,neutral,neutral,neutral,1
8221,136779303,36_55,state,female,21.021668,105.852635,21.004851,105.811429,work,moto,17_20,4.668103953,30,cost convinient,1,2,2,1,,6_10,,,,,good,,good,,good,private_house,permanent,parent_house,cost,parking,parking,slow,60,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8222,136780070,36_55,state,female,20.993363,105.79807,21.012467,105.812451,work,moto,17_20,2.596372083,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8223,136780702,36_55,state,female,21.003187,105.82807,21.023208,105.850835,work,moto,17_20,3.246532843,30,convinient,1,2,2,1,,6_10,,,,,good,,,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
8224,136782010,26_35,state,female,21.017584,105.835113,21.019707,105.852606,work,moto,17_20,1.830995511,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,bike,0,0,1,0,0,0,0,neutral,good,good,good,good,good,strongagree,1
8225,136782539,36_55,state,male,21.030546,105.83906,20.992135,105.815656,work,moto,17_20,4.913683335,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8226,136783122,36_55,state,female,21.013321,105.816482,21.03714,105.815838,work,moto,17_20,2.649399433,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,bike,0,0,1,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8227,136783544,36_55,state,female,21.015429,105.821255,21.006927,105.830175,work,moto,17_20,1.323275403,30,convinient,1,2,2,1,,6_10,,,,,good,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
8228,136784151,26_35,state,female,21.024213,105.853667,21.010405,105.822794,work,moto,17_20,3.553375999,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,,private_house,permanent,parent_house,cost,parking,parking,slow,50,no,moto,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8229,136876742,26_35,state,male,21.039129,105.818856,21.008577,105.839928,work,moto,17_20,4.040384633,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,bus,0,0,0,1,0,0,0,good,neutral,neutral,neutral,neutral,neutral,neutral,1
8230,136876873,26_35,state,female,21.024201,105.847051,20.994915,105.830745,work,moto,17_20,3.670076289,30,convinient,1,2,2,1,,6_10,,,,,,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8231,136876922,36_55,fdi,female,21.016955,105.815773,21.005952,105.861484,work,moto,17_20,4.900075652,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,30,no,moto,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
8232,136876977,26_35,state,female,21.001513,105.85997,21.006446,105.820614,work,moto,17_20,4.122079659,30,convinient,1,2,2,1,,6_10,,,,,good,,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
8233,136877055,26_35,state,female,21.012333,105.833797,21.036659,105.794876,work,moto,17_20,4.861677095,30,convinient,1,2,2,1,,6_10,,,,,good,good,,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8234,136877210,26_35,state,female,21.021187,105.853183,21.010474,105.822463,work,moto,17_20,3.403937522,30,convinient,1,2,2,1,,6_10,,,,,,good,good,good,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
8235,136877351,36_55,state,female,21.006441,105.832718,21.043956,105.842972,work,moto,17_20,4.305110912,30,convinient,0,2,1,0,,6_10,,,,,,good,good,,good,private_house,permanent,parent_house,cost,parking,parking,slow,50,donotcare,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
